,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
2856,1518260062.0,41.242910483,-8.560993933,103.1,16.668,256.70,1.5,2.4,2.8
2857,1518260063.0,41.2428767,-8.56118475,104.0,16.308,256.50,1.5,2.4,2.8
2858,1518260064.0,41.242842833,-8.561369533,104.9,15.691,256.20,1.5,2.4,2.8
2859,1518260065.0,41.24281105,-8.56154485,105.8,14.713,256.60,1.5,2.4,2.8
2860,1518260066.0,41.242782617,-8.56170635,106.5,13.324,257.00,1.5,2.4,2.8
2861,1518260067.0,41.242757717,-8.561849483,107.0,11.575,257.20,1.5,2.4,2.8
2862,1518260068.0,41.24273795,-8.561973617,107.2,9.929,258.70,1.5,2.4,2.8
2863,1518260069.0,41.242727383,-8.562079983,108.0,9.209,269.90,1.1,1.5,1.9
2864,1518260070.0,41.24274445,-8.562186433,108.3,9.414,288.70,1.1,1.3,1.7
2865,1518260071.0,41.24278495,-8.5622904,108.5,10.237,301.60,1.1,1.3,1.7
2866,1518260072.0,41.2428369,-8.56239765,108.5,11.163,305.80,1.1,1.3,1.7
2867,1518260073.0,41.24287705,-8.562513983,108.6,11.215,298.50,1.1,1.5,1.9
2868,1518260074.0,41.2428682,-8.5626447,109.2,10.906,273.20,1.1,1.3,1.7
2869,1518260075.0,41.2428224,-8.56275965,109.5,10.906,243.40,1.1,1.3,1.7
2870,1518260076.0,41.242759333,-8.5628524,110.0,10.906,219.30,1.0,1.3,1.6
2871,1518260077.0,41.24267395,-8.562906617,109.9,11.061,196.40,1.0,1.3,1.6
2872,1518260078.0,41.2425822,-8.562914433,109.7,11.009,172.40,1.0,1.3,1.6
2873,1518260079.0,41.242500333,-8.562879367,109.5,11.266,152.50,1.0,1.3,1.6
2874,1518260080.0,41.242430667,-8.562800083,108.3,11.112,135.10,1.0,1.3,1.6
2875,1518260081.0,41.242372083,-8.562702983,107.5,10.803,124.90,1.0,1.3,1.6
2876,1518260082.0,41.242318417,-8.562603,106.8,10.546,126.80,1.1,1.4,1.7
2877,1518260083.0,41.24225495,-8.5625166,106.6,10.443,138.20,1.5,1.4,2.0
2878,1518260084.0,41.2421744,-8.562451283,106.6,10.958,152.30,1.1,1.4,1.7
2879,1518260085.0,41.24208045,-8.562404817,107.0,11.575,163.50,1.1,1.4,1.7
2880,1518260086.0,41.241978767,-8.56237305,107.6,11.884,167.90,1.2,1.7,2.1
